0,00000	0,063
0,00000	0,05
0,02500	0,172
0,02500	0,165
0,03125	0,204
0,03125	0,191
0,04167	0,235
0,04167	0,249
0,06250	0,329
0,06250	0,33
0,12500	0,539
0,12500	0,536
0,25000	0,812
0,25000	0,821
